day_id,but_num_business_unit,dpt_num_department,turnover
2017-11-25,95,73,-0.8437504768371582
2017-11-25,4,117,163.07215881347656
2017-11-25,113,127,1215.9688720703125
2017-11-25,93,117,877.194091796875
2017-11-25,66,127,2136.038818359375
2017-11-25,225,88,637.0313720703125
2017-11-25,37,117,64.18923950195312
2017-11-25,720,73,134.58572387695312
2017-11-25,1015,127,61.950462341308594
2017-11-25,505,88,793.4150390625
2017-11-25,426,127,1485.79833984375
2017-11-25,1883,88,0.29375654458999634
2017-11-25,233,127,1170.326904296875
2017-11-25,97,117,496.3988037109375
2017-11-25,167,127,1805.3194580078125
2017-11-25,482,88,194.60494995117188
2017-11-25,1384,117,376.6059265136719
2017-11-25,69,127,1785.4688720703125
2017-11-25,199,127,1213.5596923828125
2017-11-25,24,73,2.8661656379699707
2017-11-25,204,88,294.7513427734375
2017-11-25,28,73,13.826562881469727
2017-11-25,899,88,132.65223693847656
2017-11-25,212,88,286.8767395019531
2017-11-25,288,127,3497.09375
2017-11-25,184,117,225.33074951171875
2017-11-25,1111,88,66.29637145996094
2017-11-25,724,117,254.4996795654297
2017-11-25,603,117,153.3379669189453
2017-11-25,1501,117,120.57313537597656
2017-11-25,477,127,12.984527587890625
2017-11-25,34,127,1519.69287109375
2017-11-25,238,73,5.92303466796875
2017-11-25,541,88,160.77334594726562
2017-11-25,80,73,9.912965774536133
2017-11-25,513,73,0.07999775558710098
2017-11-25,479,88,174.15939331054688
2017-11-25,90,88,538.9241333007812
2017-11-25,211,117,348.00238037109375
2017-11-25,77,73,71.10250854492188
2017-11-25,148,88,336.8499755859375
2017-11-25,33,117,237.80056762695312
2017-11-25,605,117,138.91650390625
2017-11-25,366,73,3.5339362621307373
2017-11-25,652,127,963.8335571289062
2017-11-25,45,127,807.96435546875
2017-11-25,252,117,528.2313842773438
2017-11-25,1883,127,17.02796745300293
2017-11-25,237,127,839.622314453125
2017-11-25,30,127,3816.832275390625
2017-11-25,846,88,250.14346313476562
2017-11-25,648,117,4.982784271240234
2017-11-25,48,88,524.6846313476562
2017-11-25,27,117,1727.3702392578125
2017-11-25,38,73,0.3732142448425293
2017-11-25,253,127,1132.14697265625
2017-11-25,1118,117,425.5078430175781
2017-11-25,774,88,165.17022705078125
2017-11-25,72,127,1042.537841796875
2017-11-25,13,88,386.66619873046875
2017-11-25,1609,127,820.6075439453125
2017-11-25,498,127,1645.58056640625
2017-11-25,64,117,285.9790344238281
2017-11-25,100,73,392.9168701171875
2017-11-25,154,127,1016.0732421875
2017-11-25,251,88,142.11793518066406
2017-11-25,554,73,4.892520904541016
2017-11-25,225,117,2391.019287109375
2017-11-25,57,88,210.34674072265625
2017-11-25,539,73,145.927490234375
2017-11-25,33,88,231.2513427734375
2017-11-25,482,127,1215.144775390625
2017-11-25,167,88,394.8360595703125
2017-11-25,131,117,411.0018005371094
2017-11-25,233,73,252.4376678466797
2017-11-25,345,88,191.05618286132812
2017-11-25,522,73,3.713449478149414
2017-11-25,159,88,180.3521728515625
2017-11-25,204,73,93.27581787109375
2017-11-25,867,88,186.05303955078125
2017-11-25,132,127,3314.228271484375
2017-11-25,212,117,754.3497314453125
2017-11-25,723,117,36.89729690551758
2017-11-25,175,127,3182.2685546875
2017-11-25,8,88,428.50396728515625
2017-11-25,1607,127,701.5586547851562
2017-11-25,484,117,99.50956726074219
2017-11-25,89,117,1022.8803100585938
2017-11-25,15,117,449.8336486816406
2017-11-25,162,73,5.094730377197266
2017-11-25,640,127,1610.940185546875
2017-11-25,396,127,0.02952781692147255
2017-11-25,479,127,976.8621215820312
2017-11-25,201,88,247.58230590820312
2017-11-25,53,127,2604.805419921875
2017-11-25,481,73,4.449000358581543
2017-11-25,10,88,637.0755615234375
2017-11-25,479,73,3.7922449111938477
2017-11-25,122,117,237.37576293945312
2017-11-25,254,88,280.73431396484375
2017-11-25,39,88,789.710693359375
2017-11-25,31,73,2.9838593006134033
2017-11-25,605,73,14.717439651489258
2017-11-25,230,117,377.72540283203125
2017-11-25,454,73,1.1925973892211914
2017-11-25,136,117,224.011474609375
2017-11-25,97,73,46.084312438964844
2017-11-25,693,127,763.5576171875
2017-11-25,779,117,360.83740234375
2017-11-25,1129,73,0.8119407892227173
2017-11-25,546,117,124.07907104492188
2017-11-25,366,117,215.93511962890625
2017-11-25,1384,88,120.71441650390625
2017-11-25,1128,73,0.7595702409744263
2017-11-25,933,117,0.021731674671173096
2017-11-25,265,117,116.31828308105469
2017-11-25,195,88,395.8038330078125
2017-11-25,444,127,3188.68603515625
2017-11-25,27,88,579.7227783203125
2017-11-25,49,88,282.2578430175781
2017-11-25,1126,127,161.9063262939453
2017-11-25,18,73,41.61226272583008
2017-11-25,18,117,1930.3427734375
2017-11-25,1881,73,3.8950469493865967
2017-11-25,119,117,446.5478210449219
2017-11-25,172,117,78.84915161132812
2017-11-25,100,88,726.7254028320312
2017-11-25,348,88,157.18569946289062
2017-11-25,1106,127,488.31292724609375
2017-11-25,200,73,65.47469329833984
2017-11-25,496,127,660.1697998046875
2017-11-25,88,88,469.9430847167969
2017-11-25,40,88,479.0735168457031
2017-11-25,348,127,1204.687255859375
2017-11-25,354,117,42.49970626831055
2017-11-25,1616,117,158.7969512939453
2017-11-25,1409,73,-4.066443920135498
2017-11-25,186,127,1707.959228515625
2017-11-25,191,88,310.24163818359375
2017-11-25,505,117,378.7392578125
2017-11-25,296,127,1322.6644287109375
2017-11-25,325,88,154.0291748046875
2017-11-25,405,127,2066.566162109375
2017-11-25,773,117,200.91983032226562
2017-11-25,553,117,539.9326171875
2017-11-25,276,127,787.9552001953125
2017-11-25,78,73,105.12777709960938
2017-11-25,1110,117,100.00944519042969
2017-11-25,812,117,17.35179328918457
2017-11-25,1130,127,183.8013916015625
2017-11-25,90,73,309.00054931640625
2017-11-25,198,117,651.9127807617188
2017-11-25,95,88,484.5968017578125
2017-11-25,10,73,155.42523193359375
2017-11-25,83,73,7.254570007324219
2017-11-25,554,88,187.96017456054688
2017-11-25,171,117,249.0806121826172
2017-11-25,498,73,5.712624549865723
2017-11-25,507,117,111.01050567626953
